,Unnamed: 0,"Periods (July, August)","Total number of passengers (July, August)","Total passengers arriving (July, August)","Total passengers departing (July, August)","TG (July, August)","TN (July, August)","TX (July, August)","SQ (July, August)","DR (July, August)","RH (July, August)","RHX (July, August)","Periods (July, August - All)","Total number of passengers (July, August - All)","Total passengers arriving (July, August - All)","Total passengers departing (July, August - All)","TG (July, August - All)","TN (July, August - All)","TX (July, August - All)","SQ (July, August - All)","DR (July, August - All)","RH (July, August - All)","RHX (July, August - All)",Periods (All),Total number of passengers (All),Total passengers arriving (All),Total passengers departing (All),TG (All),TN (All),TX (All),SQ (All),DR (All),RH (All),RHX (All)
60,60,,,,,,,,,,,,,,,,,,,,,,,2005-01,3082853,1553002,1529851,5.596774193548387,3.161290322580645,7.967741935483871,2.835483870967741,1.5483870967741935,1.3354838709677423,0.5774193548387098
61,61,,,,,,,,,,,,,,,,,,,,,,,2005-02,2960333,1471477,1488856,2.814285714285714,-0.0178571428571428,5.4821428571428585,3.25,1.8500000000000008,1.9821428571428568,0.6535714285714286
62,62,,,,,,,,,,,,,,,,,,,,,,,2005-03,3442365,1727088,1715277,6.345161290322581,2.696774193548387,9.770967741935484,3.451612903225806,1.4451612903225806,1.132258064516129,0.3709677419354839
63,63,,,,,,,,,,,,,,,,,,,,,,,2005-04,3735323,1822611,1912712,10.366666666666667,5.816666666666667,14.99,6.46,2.313333333333333,2.26,0.8533333333333333
64,64,,,,,,,,,,,,,,,,,,,,,,,2005-05,4328422,2159477,2168945,12.716129032258062,8.016129032258064,17.429032258064517,7.199999999999997,1.0612903225806454,1.1451612903225803,0.6258064516129032
65,65,,,,,,,,,,,,,,,,,,,,,,,2005-06,4196547,2081012,2115535,16.823333333333338,12.206666666666672,21.62,7.793333333333334,0.8800000000000002,2.063333333333333,0.99
66,66,,,,,,,,,,,,,,,,,,,,,,,2005-07,4795477,2243374,2552103,17.683870967741935,14.05161290322581,21.416129032258056,5.119354838709677,1.564516129032258,5.032258064516129,1.935483870967742
67,67,,,,,,,,,,,,,,,,,,,,,,,2005-08,4695502,2459777,2235725,16.441935483870967,12.209677419354838,20.44516129032258,6.674193548387098,1.3,3.5451612903225795,1.5290322580645164
68,68,,,,,,,,,,,,,,,,,,,,,,,2005-09,4377505,2181782,2195723,16.419999999999995,12.413333333333336,20.7,6.529999999999999,0.9433333333333334,2.1,0.8833333333333333
69,69,,,,,,,,,,,,,,,,,,,,,,,2005-10,4297973,2180117,2117856,13.638709677419357,10.332258064516129,17.38064516129032,5.206451612903226,1.1387096774193548,1.996774193548387,0.7096774193548386
70,70,,,,,,,,,,,,,,,,,,,,,,,2005-11,3362422,1678268,1684154,7.413333333333335,4.163333333333331,10.473333333333333,2.243333333333333,1.7899999999999998,2.966666666666667,0.8800000000000002
71,71,,,,,,,,,,,,,,,,,,,,,,,2005-12,3213586,1564959,1648627,4.454838709677419,1.8225806451612905,6.764516129032256,2.3838709677419363,1.835483870967742,2.3483870967741938,0.7225806451612903
72,72,,,,,,,,,,,,,,,,,,,,,,,2006-01,3167956,1600916,1567040,1.85483870967742,-1.1419354838709677,4.358064516129032,2.606451612903226,0.6741935483870968,0.5258064516129033,0.2129032258064516
73,73,,,,,,,,,,,,,,,,,,,,,,,2006-02,3001753,1478158,1523595,3.2035714285714283,1.1642857142857144,5.389285714285713,2.067857142857143,1.7678571428571428,2.0357142857142856,0.5607142857142857
74,74,,,,,,,,,,,,,,,,,,,,,,,2006-03,3571343,1801205,1770138,3.945161290322581,0.6612903225806452,7.183870967741934,4.774193548387096,1.67741935483871,2.306451612903226,0.8612903225806449
75,75,,,,,,,,,,,,,,,,,,,,,,,2006-04,3990145,1947062,2043083,8.653333333333334,4.863333333333333,12.449999999999998,5.979999999999999,1.52,1.413333333333333,0.6
76,76,,,,,,,,,,,,,,,,,,,,,,,2006-05,4472259,2237114,2235145,14.23870967741936,9.96774193548387,18.490322580645163,6.5,2.051612903225806,3.038709677419356,1.0806451612903225
77,77,,,,,,,,,,,,,,,,,,,,,,,2006-06,4487988,2239408,2248580,16.450000000000003,11.293333333333331,21.15666666666667,8.853333333333333,0.9233333333333332,1.27,0.4266666666666667
78,78,,,,,,,,,,,,,,,,,,,,,,,2006-07,5021544,2346390,2675154,22.174193548387088,16.616129032258065,27.458064516129035,10.454838709677418,0.3483870967741934,0.7838709677419354,0.5580645161290323
79,79,,,,,,,,,,,,,,,,,,,,,,,2006-08,4877589,2561406,2316183,16.670967741935485,12.8741935483871,20.84193548387097,4.377419354838709,2.616129032258064,8.564516129032258,3.412903225806451
80,80,,,,,,,,,,,,,,,,,,,,,,,2006-09,4563348,2281805,2281543,18.146666666666665,13.94,22.613333333333333,6.213333333333334,0.4166666666666667,0.5366666666666668,0.3366666666666666
81,81,,,,,,,,,,,,,,,,,,,,,,,2006-10,4452338,2250255,2202083,13.72258064516129,9.93225806451613,17.051612903225802,3.4451612903225803,2.1387096774193552,4.345161290322581,1.7354838709677416
82,82,,,,,,,,,,,,,,,,,,,,,,,2006-11,3535989,1777377,1758612,9.523333333333332,6.366666666666666,12.356666666666664,2.486666666666667,2.533333333333333,2.9033333333333338,0.8733333333333334
83,83,,,,,,,,,,,,,,,,,,,,,,,2006-12,3454304,1678294,1776010,6.932258064516128,4.4548387096774205,9.429032258064517,1.2000000000000002,2.5645161290322585,2.980645161290324,0.8161290322580645
84,84,,,,,,,,,,,,,,,,,,,,,,,2007-01,3331523,1697485,1634038,7.383870967741936,4.770967741935484,9.783870967741937,1.825806451612904,2.7032258064516124,2.9258064516129028,0.9354838709677415
85,85,,,,,,,,,,,,,,,,,,,,,,,2007-02,3213977,1582442,1631535,6.05,3.103571428571428,8.953571428571431,1.9392857142857145,2.975,2.0892857142857144,0.7214285714285714
86,86,,,,,,,,,,,,,,,,,,,,,,,2007-03,3896807,1974602,1922205,8.216129032258062,4.396774193548388,12.14516129032258,5.870967741935485,2.1838709677419352,2.3806451612903223,0.8741935483870968
87,87,,,,,,,,,,,,,,,,,,,,,,,2007-04,4121803,2015658,2106145,12.933333333333334,7.666666666666665,18.630000000000003,9.54,0.0,-0.0066666666666666,-0.0066666666666666
88,88,,,,,,,,,,,,,,,,,,,,,,,2007-05,4566599,2293318,2273281,13.958064516129031,9.467741935483874,18.338709677419352,6.893548387096774,2.519354838709677,3.2935483870967737,1.0419354838709678
89,89,,,,,,,,,,,,,,,,,,,,,,,2007-06,4529566,2254865,2274701,17.193333333333335,13.640000000000002,21.183333333333337,6.286666666666666,2.1133333333333333,4.579999999999999,2.1966666666666668
90,90,,,,,,,,,,,,,,,,,,,,,,,2007-07,5172312,2424836,2747476,17.054838709677416,13.267741935483867,20.738709677419354,6.732258064516129,2.270967741935484,6.2354838709677445,3.4806451612903224
91,91,,,,,,,,,,,,,,,,,,,,,,,2007-08,5121598,2703161,2418437,17.406451612903226,13.09677419354839,21.751612903225805,6.68709677419355,0.5806451612903226,1.038709677419355,0.6258064516129032
92,92,,,,,,,,,,,,,,,,,,,,,,,2007-09,4713449,2352209,2361240,14.330000000000002,10.31,18.03333333333333,4.053333333333334,2.3266666666666667,3.17,1.03
93,93,,,,,,,,,,,,,,,,,,,,,,,2007-10,4656638,2359933,2296705,10.587096774193547,6.741935483870966,14.064516129032256,3.938709677419354,0.7516129032258064,0.7612903225806451,0.3612903225806452
94,94,,,,,,,,,,,,,,,,,,,,,,,2007-11,3647578,1833621,1813957,7.379999999999999,4.266666666666667,10.156666666666665,2.0766666666666667,1.9133333333333336,1.8766666666666667,0.6733333333333332
95,95,,,,,,,,,,,,,,,,,,,,,,,2007-12,3545823,1734500,1811323,4.229032258064516,1.719354838709677,6.474193548387099,2.087096774193548,1.8709677419354835,2.24516129032258,0.6774193548387094
96,96,,,,,,,,,,,,,,,,,,,,,,,2008-01,3388686,1719180,1669506,6.558064516129033,3.993548387096775,8.661290322580646,1.3903225806451611,3.0580645161290323,2.4451612903225803,0.7741935483870968
97,97,,,,,,,,,,,,,,,,,,,,,,,2008-02,3348700,1654896,1693804,5.458620689655172,1.6448275862068966,9.017241379310343,4.610344827586206,0.8724137931034484,0.6862068965517242,0.3103448275862069
98,98,,,,,,,,,,,,,,,,,,,,,,,2008-03,3973721,2008137,1965584,5.906451612903227,2.2483870967741937,9.025806451612905,3.903225806451613,3.419354838709677,3.438709677419354,0.8967741935483872
99,99,,,,,,,,,,,,,,,,,,,,,,,2008-04,4156519,1986749,2169770,8.93666666666667,4.6466666666666665,13.473333333333334,6.336666666666668,1.0333333333333334,1.0599999999999998,0.38
100,100,,,,,,,,,,,,,,,,,,,,,,,2008-05,4713826,2414857,2298969,15.661290322580646,10.38709677419355,20.206451612903223,9.206451612903226,1.138709677419355,1.8387096774193548,0.8129032258064517
101,101,,,,,,,,,,,,,,,,,,,,,,,2008-06,4704148,2314121,2390027,16.393333333333338,11.573333333333332,20.730000000000004,8.133333333333335,0.5166666666666667,0.7,0.4166666666666667
102,102,,,,,,,,,,,,,,,,,,,,,,,2008-07,5175950,2474763,2701187,18.154838709677424,13.970967741935484,22.34838709677419,6.293548387096774,2.351612903225807,4.554838709677418,1.7516129032258063
103,103,,,,,,,,,,,,,,,,,,,,,,,2008-08,5025767,2655629,2370138,17.612903225806452,14.048387096774196,21.29032258064516,5.409677419354838,1.361290322580645,3.00967741935484,1.7580645161290325
104,104,,,,,,,,,,,,,,,,,,,,,,,2008-09,4600637,2298267,2302370,14.166666666666668,10.336666666666668,17.95,5.116666666666666,1.2800000000000002,1.153333333333333,0.5333333333333333
105,105,,,,,,,,,,,,,,,,,,,,,,,2008-10,4560314,2311797,2248517,10.40645161290323,6.235483870967742,13.877419354838707,4.048387096774194,2.629032258064516,3.438709677419355,1.0129032258064514
106,106,,,,,,,,,,,,,,,,,,,,,,,2008-11,3443549,1736355,1707194,7.273333333333331,4.52,9.509999999999998,1.9433333333333336,2.9033333333333333,2.8433333333333337,0.7933333333333332
107,107,,,,,,,,,,,,,,,,,,,,,,,2008-12,3333873,1632437,1701436,2.664516129032258,-0.2419354838709678,5.399999999999999,2.7161290322580647,1.574193548387097,1.32258064516129,0.4677419354838709
108,108,,,,,,,,,,,,,,,,,,,,,,,2009-01,3072606,1564965,1507641,1.2161290322580645,-1.7129032258064516,4.032258064516129,3.2774193548387105,2.129032258064516,1.529032258064516,0.5096774193548387
109,109,,,,,,,,,,,,,,,,,,,,,,,2009-02,2891262,1432485,1458777,3.3285714285714283,0.4999999999999999,5.975,1.7928571428571431,2.7392857142857143,1.571428571428571,0.5249999999999999
110,110,,,,,,,,,,,,,,,,,,,,,,,2009-03,3390581,1719615,1670966,6.41290322580645,2.7,10.003225806451614,5.058064516129032,1.6258064516129032,1.238709677419355,0.4516129032258064
111,111,,,,,,,,,,,,,,,,,,,,,,,2009-04,3888685,1886896,2001789,11.890000000000004,6.516666666666668,17.176666666666666,7.7266666666666675,0.8033333333333333,0.4733333333333333,0.2333333333333333
112,112,,,,,,,,,,,,,,,,,,,,,,,2009-05,4173577,2122143,2051434,13.670967741935485,8.719354838709679,18.10322580645161,8.412903225806453,1.732258064516129,4.041935483870968,2.0967741935483866
113,113,,,,,,,,,,,,,,,,,,,,,,,2009-06,4130139,2073981,2056158,15.633333333333336,10.696666666666667,20.23333333333333,8.370000000000001,1.1466666666666667,1.7766666666666666,0.9566666666666668
114,114,,,,,,,,,,,,,,,,,,,,,,,2009-07,4851476,2275515,2575961,18.21935483870968,13.970967741935484,22.706451612903223,8.083870967741936,1.461290322580645,2.787096774193549,1.403225806451613
115,115,,,,,,,,,,,,,,,,,,,,,,,2009-08,4811406,2553928,2257478,18.86774193548387,13.632258064516126,23.79677419354838,7.416129032258063,0.6,1.0064516129032255,0.5258064516129032
116,116,,,,,,,,,,,,,,,,,,,,,,,2009-09,4322719,2170571,2152148,15.486666666666665,11.54,19.416666666666668,5.046666666666666,0.7600000000000001,1.176666666666666,0.4166666666666667
117,117,,,,,,,,,,,,,,,,,,,,,,,2009-10,4274814,2164348,2110466,11.119354838709675,7.387096774193548,14.61935483870968,3.706451612903226,1.37741935483871,1.929032258064516,1.029032258064516
118,118,,,,,,,,,,,,,,,,,,,,,,,2009-11,3355439,1695362,1660077,9.390000000000002,6.293333333333335,11.956666666666669,1.5766666666666664,2.89,3.87,1.2899999999999996
119,119,,,,,,,,,,,,,,,,,,,,,,,2009-12,3293039,1620230,1672809,2.7290322580645165,0.0967741935483868,4.883870967741936,2.0161290322580654,2.693548387096774,1.94516129032258,0.735483870967742
120,120,,,,,,,,,,,,,,,,,,,,,,,2010-01,3114971,1579515,1535456,-0.2225806451612901,-3.258064516129032,1.8870967741935487,2.109677419354839,2.083870967741935,1.029032258064516,0.2838709677419354
121,121,,,,,,,,,,,,,,,,,,,,,,,2010-02,3049444,1509935,1539509,1.5642857142857138,-1.2357142857142858,4.067857142857144,2.039285714285714,3.2607142857142857,2.025,0.5535714285714286
122,122,,,,,,,,,,,,,,,,,,,,,,,2010-03,3697355,1878703,1818652,6.20967741935484,2.119354838709677,10.035483870967743,4.699999999999998,1.567741935483871,1.2870967741935486,0.5161290322580645
123,123,,,,,,,,,,,,,,,,,,,,,,,2010-04,3213665,1566719,1646946,9.57666666666667,4.706666666666666,14.469999999999995,8.72,1.0133333333333332,0.8666666666666667,0.34
124,124,,,,,,,,,,,,,,,,,,,,,,,2010-05,4447089,2239429,2207660,10.348387096774196,5.570967741935484,14.374193548387098,6.603225806451613,2.0032258064516126,1.632258064516129,0.5516129032258064
125,125,,,,,,,,,,,,,,,,,,,,,,,2010-06,4442139,2227879,2214260,16.196666666666673,10.933333333333334,21.16,9.053333333333336,0.5499999999999999,0.9299999999999998,0.6299999999999998
126,126,,,,,,,,,,,,,,,,,,,,,,,2010-07,5119203,2411334,2707869,19.50967741935484,14.49677419354839,24.319354838709685,8.316129032258065,0.8129032258064516,2.2322580645161296,1.2129032258064514
127,127,,,,,,,,,,,,,,,,,,,,,,,2010-08,5058056,2688839,2369217,17.012903225806454,13.238709677419356,20.76129032258065,5.503225806451612,2.3741935483870966,6.361290322580646,2.812903225806452
128,128,,,,,,,,,,,,,,,,,,,,,,,2010-09,4623783,2317813,2305970,13.859999999999998,9.603333333333332,17.71333333333333,4.236666666666667,2.47,2.8600000000000003,0.9966666666666666
129,129,,,,,,,,,,,,,,,,,,,,,,,2010-10,4666071,2364053,2302018,11.029032258064513,7.070967741935486,14.387096774193546,3.729032258064516,1.8096774193548388,1.6806451612903224,0.5096774193548387
130,130,,,,,,,,,,,,,,,,,,,,,,,2010-11,3719403,1886706,1832697,5.92,3.123333333333333,8.38,1.93,2.1966666666666668,2.076666666666667,0.6933333333333335
131,131,,,,,,,,,,,,,,,,,,,,,,,2010-12,3440349,1699164,1741185,-0.7000000000000002,-4.0612903225806445,1.558064516129032,1.2516129032258063,1.8225806451612905,1.2451612903225802,0.3806451612903226
132,132,,,,,,,,,,,,,,,,,,,,,,,2011-01,3466587,1763962,1702625,3.587096774193548,0.6483870967741935,6.029032258064518,2.277419354838709,2.4096774193548387,2.093548387096775,0.6322580645161288
133,133,,,,,,,,,,,,,,,,,,,,,,,2011-02,3251624,1610726,1640898,4.657142857142857,1.875,7.185714285714283,2.45,2.385714285714285,1.5071428571428571,0.4285714285714285
134,134,,,,,,,,,,,,,,,,,,,,,,,2011-03,3921482,1994598,1926884,6.112903225806454,1.7483870967741937,10.893548387096772,6.141935483870968,0.4580645161290322,0.2354838709677419,0.1096774193548387
135,135,,,,,,,,,,,,,,,,,,,,,,,2011-04,4466794,2193871,2272923,13.026666666666666,7.67,18.44666666666667,8.956666666666669,0.3066666666666666,0.2799999999999999,0.18
136,136,,,,,,,,,,,,,,,,,,,,,,,2011-05,4916693,2485110,2431583,14.016129032258064,8.983870967741936,18.709677419354843,8.493548387096771,0.6580645161290323,0.4580645161290322,0.2419354838709677
137,137,,,,,,,,,,,,,,,,,,,,,,,2011-06,4939490,2480462,2459028,16.106666666666666,11.806666666666668,20.416666666666668,7.273333333333332,1.89,3.113333333333334,1.59
138,138,,,,,,,,,,,,,,,,,,,,,,,2011-07,5627276,2668554,2958722,15.900000000000002,11.95806451612903,19.70645161290323,5.619354838709678,2.9225806451612906,5.029032258064517,1.1870967741935483
139,139,,,,,,,,,,,,,,,,,,,,,,,2011-08,5540569,2904186,2636383,16.76774193548387,12.670967741935485,20.75161290322581,4.851612903225807,1.8967741935483868,3.9903225806451608,1.9161290322580644
140,140,,,,,,,,,,,,,,,,,,,,,,,2011-09,5128892,2586515,2542377,15.883333333333336,11.706666666666669,20.04666666666666,5.243333333333334,0.7933333333333334,1.603333333333333,0.7666666666666665
141,141,,,,,,,,,,,,,,,,,,,,,,,2011-10,5024163,2544469,2479694,11.858064516129028,8.193548387096776,15.74516129032258,4.6645161290322585,1.8870967741935485,2.425806451612903,0.7483870967741936
142,142,,,,,,,,,,,,,,,,,,,,,,,2011-11,3807138,1925189,1881949,7.663333333333333,4.673333333333333,10.956666666666663,3.289999999999999,0.3066666666666666,0.1233333333333333,0.06
143,143,,,,,,,,,,,,,,,,,,,,,,,2011-12,3777434,1840313,1937121,6.616129032258064,3.977419354838711,8.648387096774192,1.8903225806451616,3.6225806451612894,4.374193548387097,1.4064516129032256
144,144,,,,,,,,,,,,,,,,,,,,,,,2012-01,3675761,1878969,1796792,4.903225806451615,2.116129032258064,7.425806451612905,2.335483870967741,1.9,2.2193548387096773,0.7032258064516128
145,145,,,,,,,,,,,,,,,,,,,,,,,2012-02,3552136,1743950,1808186,1.06551724137931,-2.586206896551725,3.7551724137931033,3.875862068965517,1.0103448275862068,0.7965517241379308,0.2862068965517241
146,146,,,,,,,,,,,,,,,,,,,,,,,2012-03,4177498,2128958,2048540,8.025806451612905,3.606451612903226,12.277419354838708,5.387096774193548,0.664516129032258,0.6387096774193549,0.1806451612903225
147,147,,,,,,,,,,,,,,,,,,,,,,,2012-04,4568847,2241495,2327352,8.286666666666665,4.010000000000001,12.406666666666665,5.180000000000001,1.9466666666666663,1.83,0.72
148,148,,,,,,,,,,,,,,,,,,,,,,,2012-05,5027940,2524338,2503602,14.112903225806454,9.483870967741938,18.580645161290327,7.361290322580646,1.2000000000000002,2.2,1.058064516129032
149,149,,,,,,,,,,,,,,,,,,,,,,,2012-06,5078079,2535350,2542729,14.846666666666666,10.673333333333334,18.74,6.043333333333334,1.9366666666666668,3.03,1.2466666666666666
150,150,,,,,,,,,,,,,,,,,,,,,,,2012-07,5759003,2713559,3045444,17.280645161290323,13.16774193548387,21.34516129032258,6.825806451612904,2.17741935483871,5.087096774193547,2.0161290322580645
151,151,,,,,,,,,,,,,,,,,,,,,,,2012-08,5671424,2971537,2699887,18.487096774193542,14.203225806451613,23.125806451612902,7.22258064516129,1.106451612903226,3.870967741935483,1.5483870967741935
152,152,,,,,,,,,,,,,,,,,,,,,,,2012-09,5239374,2638183,2601191,14.476666666666665,10.163333333333336,18.62,5.726666666666668,1.0566666666666666,2.0866666666666664,0.8033333333333333
153,153,,,,,,,,,,,,,,,,,,,,,,,2012-10,5100023,2585686,2514337,10.748387096774191,7.45806451612903,14.199999999999998,3.3774193548387093,2.9322580645161285,3.7387096774193553,1.1612903225806452
154,154,,,,,,,,,,,,,,,,,,,,,,,2012-11,3944666,1991565,1953101,6.866666666666668,3.5833333333333344,9.683333333333334,2.29,1.836666666666667,2.036666666666666,0.8366666666666666
155,155,,,,,,,,,,,,,,,,,,,,,,,2012-12,3858569,1880368,1978201,5.132258064516129,2.448387096774194,7.367741935483871,1.3580645161290323,4.351612903225807,3.983870967741936,1.1548387096774195
156,156,,,,,,,,,,,,,,,,,,,,,,,2013-01,3670053,1866007,1804046,2.116129032258064,-0.4774193548387094,4.238709677419355,2.441935483870968,2.2806451612903227,1.5,0.4451612903225808
157,157,,,,,,,,,,,,,,,,,,,,,,,2013-02,3563751,1765193,1798558,1.8178571428571424,-0.7392857142857142,4.289285714285714,3.6035714285714286,1.8785714285714288,1.15,0.375
158,158,,,,,,,,,,,,,,,,,,,,,,,2013-03,4341934,2189392,2152542,2.512903225806451,-0.8064516129032256,6.048387096774195,4.351612903225806,1.7451612903225808,1.2451612903225802,0.2645161290322581
159,159,,,,,,,,,,,,,,,,,,,,,,,2013-04,4779391,2337110,2442281,7.906666666666667,3.2033333333333336,12.663333333333334,6.73,0.9466666666666668,0.8633333333333333,0.4266666666666667
160,160,,,,,,,,,,,,,,,,,,,,,,,2013-05,5440427,2742625,2697802,11.31290322580645,6.964516129032257,15.480645161290324,5.712903225806451,2.367741935483872,3.393548387096774,1.216129032258065
161,161,,,,,,,,,,,,,,,,,,,,,,,2013-06,5404974,2691770,2713204,14.953333333333337,10.716666666666669,19.126666666666665,6.460000000000002,1.3033333333333337,1.7633333333333332,0.7399999999999999
162,162,,,,,,,,,,,,,,,,,,,,,,,2013-07,5934128,2804005,3130123,19.170967741935485,14.55161290322581,23.600000000000005,8.429032258064517,0.4645161290322581,0.9870967741935486,0.4709677419354838
163,163,,,,,,,,,,,,,,,,,,,,,,,2013-08,5942981,3106009,2836972,18.4741935483871,13.387096774193548,23.338709677419352,8.016129032258064,0.4612903225806451,0.5806451612903226,0.3935483870967742
164,164,,,,,,,,,,,,,,,,,,,,,,,2013-09,5477811,2757247,2720564,14.813333333333327,10.699999999999998,18.76,4.796666666666668,2.276666666666667,4.19,1.1966666666666668
165,165,,,,,,,,,,,,,,,,,,,,,,,2013-10,5288928,2671780,2617148,12.26774193548387,8.24516129032258,15.774193548387094,3.687096774193549,2.6290322580645165,4.212903225806452,1.1806451612903226
166,166,,,,,,,,,,,,,,,,,,,,,,,2013-11,4099344,2070177,2029167,7.110000000000001,3.7966666666666655,10.006666666666666,1.6666666666666663,2.9166666666666665,3.806666666666667,1.3433333333333333
167,167,,,,,,,,,,,,,,,,,,,,,,,2013-12,4103791,2007376,2096415,6.035483870967741,3.1129032258064515,8.616129032258065,2.483870967741936,2.3225806451612905,2.196774193548387,0.9483870967741936
168,168,,,,,,,,,,,,,,,,,,,,,,,2014-01,3937135,1993517,1943618,5.583870967741936,3.1000000000000005,7.767741935483872,1.996774193548388,2.7741935483870974,2.670967741935484,1.0774193548387097
169,169,,,,,,,,,,,,,,,,,,,,,,,2014-02,3770429,1859121,1911308,6.296428571428572,3.25,9.399999999999997,3.371428571428571,2.521428571428572,2.367857142857144,0.9
170,170,,,,,,,,,,,,,,,,,,,,,,,2014-03,4489453,2277177,2212276,8.43548387096774,3.9580645161290327,13.30967741935484,6.558064516129034,0.7451612903225806,1.0580645161290323,0.2935483870967741
171,171,,,,,,,,,,,,,,,,,,,,,,,2014-04,5075277,2465884,2609393,11.856666666666666,7.460000000000002,16.389999999999997,5.876666666666666,0.6799999999999999,1.2933333333333334,0.7833333333333334
172,172,,,,,,,,,,,,,,,,,,,,,,,2014-05,5618850,2830908,2787942,13.522580645161288,8.783870967741935,17.73225806451613,6.996774193548387,1.92258064516129,2.693548387096774,1.070967741935484
173,173,,,,,,,,,,,,,,,,,,,,,,,2014-06,5642408,2848167,2794241,15.973333333333333,10.99666666666667,20.42,7.496666666666666,0.6033333333333334,0.6566666666666667,0.3033333333333333
174,174,,,,,,,,,,,,,,,,,,,,,,,2014-07,6070119,2841054,3229065,19.63225806451613,15.13225806451613,24.34193548387097,7.361290322580645,1.574193548387097,4.051612903225808,1.4451612903225806
175,175,,,,,,,,,,,,,,,,,,,,,,,2014-08,6261369,3272798,2988571,16.35483870967742,12.348387096774193,20.477419354838705,6.293548387096774,2.280645161290322,5.025806451612904,2.109677419354838
176,176,,,,,,,,,,,,,,,,,,,,,,,2014-09,5802996,2912901,2890095,16.506666666666668,11.883333333333333,21.036666666666665,6.093333333333333,0.24,0.42,0.22
177,177,,,,,,,,,,,,,,,,,,,,,,,2014-10,5609100,2840063,2769037,13.461290322580648,10.325806451612902,16.632258064516126,3.580645161290322,1.7870967741935482,2.625806451612903,1.0
178,178,,,,,,,,,,,,,,,,,,,,,,,2014-11,4321292,2176743,2144549,8.25,5.606666666666666,10.66,2.7999999999999994,1.7366666666666672,1.513333333333334,0.55
179,179,,,,,,,,,,,,,,,,,,,,,,,2014-12,4334189,2127306,2206883,5.361290322580644,2.599999999999999,7.683870967741937,1.9516129032258065,2.6193548387096777,2.525806451612904,0.7419354838709677
180,180,,,,,,,,,,,,,,,,,,,,,,,2015-01,4067159,2053582,2013577,4.141935483870968,1.2806451612903234,6.66774193548387,1.9806451612903224,3.261290322580646,3.838709677419354,1.141935483870968
181,181,,,,,,,,,,,,,,,,,,,,,,,2015-02,3975652,1963234,2012418,3.664285714285714,0.0607142857142857,7.107142857142856,4.410714285714287,1.9250000000000005,1.7678571428571428,0.4464285714285714
182,182,,,,,,,,,,,,,,,,,,,,,,,2015-03,4651418,2361147,2290271,6.187096774193549,2.064516129032259,9.870967741935484,5.048387096774194,1.5903225806451613,1.703225806451613,0.7000000000000001
183,183,,,,,,,,,,,,,,,,,,,,,,,2015-04,5318300,2592791,2725509,8.780000000000001,3.7366666666666655,13.746666666666668,7.626666666666666,0.7066666666666667,0.46,0.1699999999999999
184,184,,,,,,,,,,,,,,,,,,,,,,,2015-05,6064935,3050274,3014661,12.170967741935485,7.641935483870967,16.483870967741932,7.6225806451612925,1.0483870967741935,1.238709677419355,0.4903225806451612
185,185,,,,,,,,,,,,,,,,,,,,,,,2015-06,5971077,2983254,2987823,15.44,10.416666666666668,19.893333333333327,7.6800000000000015,0.39,0.3133333333333334,0.1466666666666667
186,186,,,,,,,,,,,,,,,,,,,,,,,2015-07,6568499,3093605,3474894,18.25483870967741,13.5258064516129,22.725806451612904,7.474193548387097,1.6709677419354838,3.07741935483871,1.1225806451612903
187,187,,,,,,,,,,,,,,,,,,,,,,,2015-08,6606203,3459913,3146290,18.52258064516129,14.235483870967744,23.119354838709675,6.751612903225807,2.393548387096774,4.422580645161289,1.883870967741936
188,188,,,,,,,,,,,,,,,,,,,,,,,2015-09,6115762,3064261,3051501,13.746666666666671,9.796666666666663,17.720000000000002,5.206666666666666,2.22,4.343333333333333,1.6100000000000003
189,189,,,,,,,,,,,,,,,,,,,,,,,2015-10,5940890,2997692,2943198,10.535483870967742,6.741935483870967,14.01935483870968,4.074193548387096,1.57741935483871,0.893548387096774,0.2548387096774193
190,190,,,,,,,,,,,,,,,,,,,,,,,2015-11,4697506,2364328,2333178,10.1,7.303333333333334,12.776666666666667,1.9633333333333327,3.850000000000001,5.443333333333333,1.68
191,191,,,,,,,,,,,,,,,,,,,,,,,2015-12,4657214,2292144,2365070,9.56451612903226,7.287096774193548,11.729032258064516,2.2548387096774194,1.9838709677419355,1.4483870967741936,0.5935483870967743
192,192,,,,,,,,,,,,,,,,,,,,,,,2016-01,4487365,2263317,2224048,4.95483870967742,1.964516129032258,7.399999999999999,2.219354838709677,3.638709677419355,4.096774193548389,1.1419354838709677
193,193,,,,,,,,,,,,,,,,,,,,,,,2016-02,4510127,2227376,2282751,4.70344827586207,1.506896551724138,7.727586206896552,3.9,3.1241379310344826,2.337931034482758,0.6137931034482759
194,194,,,,,,,,,,,,,,,,,,,,,,,2016-03,5249454,2646268,2603186,5.538709677419354,1.7935483870967743,9.322580645161288,4.951612903225806,1.7322580645161292,1.974193548387097,0.5225806451612903
195,195,,,,,,,,,,,,,,,,,,,,,,,2016-04,5837141,2826735,3010406,8.733333333333333,4.510000000000001,12.753333333333332,6.963333333333336,1.5733333333333337,2.1166666666666667,0.7066666666666669
196,196,,,,,,,,,,,,,,,,,,,,,,,2016-05,6408460,3261250,3147210,14.522580645161293,9.764516129032256,19.01612903225806,7.661290322580645,1.2129032258064516,1.7225806451612902,1.1
