,"Periods (July, August)","Total number of passengers (July, August)","Total passengers arriving (July, August)","Total passengers departing (July, August)","TG (July, August)","TN (July, August)","TX (July, August)","SQ (July, August)","DR (July, August)","RH (July, August)","RHX (July, August)","Periods (July, August - All)","Total number of passengers (July, August - All)","Total passengers arriving (July, August - All)","Total passengers departing (July, August - All)","TG (July, August - All)","TN (July, August - All)","TX (July, August - All)","SQ (July, August - All)","DR (July, August - All)","RH (July, August - All)","RHX (July, August - All)",Periods (All),Total number of passengers (All),Total passengers arriving (All),Total passengers departing (All),TG (All),TN (All),TX (All),SQ (All),DR (All),RH (All),RHX (All)
30,2015-07,6568499.0,3093605.0,3474894.0,18.25483870967741,13.5258064516129,22.7258064516129,7.474193548387097,1.670967741935484,3.07741935483871,1.12258064516129,2015-07,6568499.0,3093605.0,3474894.0,18.25483870967741,13.5258064516129,22.7258064516129,7.474193548387097,1.670967741935484,3.07741935483871,1.12258064516129,2002-07,4289281,2034750,2254531,17.25806451612903,13.30645161290323,21.32258064516129,5.612903225806451,1.825806451612904,3.070967741935484,1.690322580645161
31,2015-08,6606203.0,3459913.0,3146290.0,18.52258064516129,14.23548387096774,23.11935483870968,6.751612903225807,2.393548387096774,4.422580645161289,1.883870967741936,2015-08,6606203.0,3459913.0,3146290.0,18.52258064516129,14.23548387096774,23.11935483870968,6.751612903225807,2.393548387096774,4.422580645161289,1.883870967741936,2002-08,4276395,2238757,2037638,18.75483870967741,14.48387096774193,22.70967741935484,5.080645161290323,1.190322580645161,3.338709677419355,1.274193548387097
32,2016-07,7074939.0,3325563.0,3749376.0,18.34193548387097,13.9741935483871,22.5,7.174193548387097,0.5903225806451613,1.151612903225806,0.7580645161290321,2016-07,7074939.0,3325563.0,3749376.0,18.34193548387097,13.9741935483871,22.5,7.174193548387097,0.5903225806451613,1.151612903225806,0.7580645161290321,2002-09,4020765,1996530,2024235,15.33666666666667,11.41666666666666,19.66666666666667,5.123333333333333,0.76,1.136666666666666,0.5333333333333333
33,2016-08,7115921.0,3718176.0,3397745.0,18.15161290322581,13.59032258064516,22.27741935483872,7.754838709677419,1.635483870967742,4.300000000000001,2.003225806451613,2016-08,7115921.0,3718176.0,3397745.0,18.15161290322581,13.59032258064516,22.27741935483872,7.754838709677419,1.635483870967742,4.300000000000001,2.003225806451613,2002-10,3862884,1964088,1898796,9.999999999999998,6.674193548387097,13.19354838709678,3.503225806451613,2.551612903225806,3.387096774193548,1.103225806451613
34,2017-07,7532873.0,3560737.0,3972136.0,17.95483870967742,13.35161290322581,22.35806451612904,6.680645161290324,1.703225806451613,3.95483870967742,1.874193548387097,2017-07,7532873.0,3560737.0,3972136.0,17.95483870967742,13.35161290322581,22.35806451612904,6.680645161290324,1.703225806451613,3.95483870967742,1.874193548387097,2002-11,2977998,1496868,1481130,8.21,5.273333333333334,10.90333333333334,2.283333333333333,2.563333333333333,3.423333333333333,1.256666666666666
35,2017-08,7608101.0,3944170.0,3663931.0,17.53870967741935,12.9258064516129,21.90967741935484,6.05483870967742,1.525806451612903,3.064516129032258,1.138709677419355,2017-08,7608101.0,3944170.0,3663931.0,17.53870967741935,12.9258064516129,21.90967741935484,6.05483870967742,1.525806451612903,3.064516129032258,1.138709677419355,2002-12,2912646,1418289,1494357,2.909677419354839,0.9193548387096772,4.848387096774193,1.419354838709677,2.57741935483871,3.103225806451613,0.864516129032258
36,2018-07,7691695.0,3621660.0,4070035.0,20.5741935483871,14.50322580645161,26.20645161290322,11.06129032258065,0.1129032258064516,0.1225806451612903,0.0806451612903225,2018-07,7691695.0,3621660.0,4070035.0,20.5741935483871,14.50322580645161,26.20645161290322,11.06129032258065,0.1129032258064516,0.1225806451612903,0.0806451612903225,2003-01,2813139,1427419,1385720,3.038709677419356,0.4290322580645163,5.325806451612903,2.422580645161291,2.932258064516128,3.138709677419354,0.7806451612903228
37,2018-08,7786633.0,4018842.0,3767791.0,18.69354838709678,13.72258064516129,23.54516129032258,6.706451612903226,1.261290322580645,2.62258064516129,1.038709677419355,2018-08,7786633.0,4018842.0,3767791.0,18.69354838709678,13.72258064516129,23.54516129032258,6.706451612903226,1.261290322580645,2.62258064516129,1.038709677419355,2003-02,2741087,1346064,1395023,2.392857142857143,-0.9142857142857144,6.039285714285714,5.539285714285716,0.9107142857142856,0.8035714285714285,0.2821428571428572
38,2019-07,7730263.0,3633107.0,4097156.0,18.65806451612903,13.85806451612903,23.7258064516129,8.125806451612904,0.896774193548387,1.387096774193548,0.5548387096774194,2019-07,7730263.0,3633107.0,4097156.0,18.65806451612903,13.85806451612903,23.7258064516129,8.125806451612904,0.896774193548387,1.387096774193548,0.5548387096774194,2003-03,3099952,1576809,1523143,7.354838709677419,2.625806451612903,12.21935483870968,6.541935483870969,0.6903225806451614,0.4806451612903226,0.1709677419354839
39,2019-08,7859458.0,4067875.0,3791583.0,18.82258064516129,13.96774193548387,23.51935483870968,7.76774193548387,1.090322580645161,1.8,0.7354838709677418,2019-08,7859458.0,4067875.0,3791583.0,18.82258064516129,13.96774193548387,23.51935483870968,7.76774193548387,1.090322580645161,1.8,0.7354838709677418,2003-04,3108279,1496581,1611698,10.18666666666667,4.96,14.99666666666666,8.089999999999998,0.93,1.61,0.8866666666666666
44,,,,,,,,,,,,,,,,,,,,,,,2003-09,3898022,1931401,1966621,14.83666666666667,9.310000000000004,20.18,6.819999999999999,1.32,1.83,0.7766666666666666
45,,,,,,,,,,,,,,,,,,,,,,,2003-10,3915075,1989708,1925367,8.548387096774192,4.538709677419356,12.50645161290322,4.787096774193548,1.729032258064516,2.764516129032258,0.7161290322580645
46,,,,,,,,,,,,,,,,,,,,,,,2003-11,3067998,1538955,1529043,8.096666666666668,5.416666666666667,10.73666666666666,2.153333333333334,1.583333333333333,1.556666666666666,0.5433333333333333
47,,,,,,,,,,,,,,,,,,,,,,,2003-12,2932855,1431518,1501337,4.577419354838711,1.67741935483871,7.138709677419355,1.851612903225806,2.05483870967742,2.916129032258065,0.7741935483870966
48,,,,,,,,,,,,,,,,,,,,,,,2004-01,2818427,1424496,1393931,3.909677419354838,1.164516129032258,6.254838709677418,1.612903225806452,3.45483870967742,3.425806451612903,0.9290322580645162
49,,,,,,,,,,,,,,,,,,,,,,,2004-02,2922639,1439234,1483405,5.096551724137932,2.331034482758621,7.717241379310345,2.641379310344828,2.372413793103448,2.7,1.003448275862069
50,,,,,,,,,,,,,,,,,,,,,,,2004-03,3382340,1718281,1664059,6.135483870967741,1.967741935483871,10.09677419354839,4.477419354838711,0.9806451612903226,1.387096774193548,0.664516129032258
51,,,,,,,,,,,,,,,,,,,,,,,2004-04,3657936,1773840,1884096,10.63666666666667,6.03,15.17333333333333,6.046666666666667,0.97,1.04,0.4966666666666667
52,,,,,,,,,,,,,,,,,,,,,,,2004-05,4076485,2049899,2026586,12.14193548387097,7.496774193548387,16.53225806451613,7.180645161290322,0.7225806451612904,0.6870967741935484,0.2129032258064516
53,,,,,,,,,,,,,,,,,,,,,,,2004-06,4008925,2001351,2007574,15.79,10.99666666666667,20.05333333333333,6.096666666666667,1.48,2.243333333333333,0.8933333333333334
54,,,,,,,,,,,,,,,,,,,,,,,2004-07,4565684,2137750,2427934,17.10322580645161,12.84193548387096,21.31612903225807,6.85483870967742,1.335483870967742,3.07741935483871,1.451612903225806
55,,,,,,,,,,,,,,,,,,,,,,,2004-08,4483625,2350963,2132662,19.0741935483871,15.11935483870968,23.46129032258065,5.974193548387098,2.090322580645161,6.583870967741937,3.045161290322581
